lat,lon,timestamp,freq,cid,rsrp,rsrq,type
34.01841994,-118.49568926,1620325659.827896,66986,420,-85.75,-8.5625,2_SCell
34.01842011,-118.49568192,1620325659.910817,66986,420,-86.0,-8.75,1_SCell
34.01842017,-118.49567917,1620325659.939651,66461,316,-30.0,0.0,2_SCell
34.01842019,-118.49567825,1620325659.948976,850,427,-89.0,-11.5,PCell
34.01842019,-118.49567825,1620325659.948976,850,491,-95.9375,-18.3125,neighbor-intra
34.01842019,-118.49567825,1620325659.948976,850,89,-97.5,-19.3125,neighbor-intra
34.01842027,-118.49567458,1620325659.988864,66461,316,-30.0,0.0,2_SCell
34.01842027,-118.49567458,1620325659.988864,66461,52,-100.6875,-19.5,neighbor-intra
34.01842052,-118.49566357,1620325660.108858,66986,420,-86.0625,-8.5625,1_SCell
34.01842052,-118.49566357,1620325660.108858,66986,214,-91.625,-18.6875,neighbor-intra
34.01842085,-118.49564889,1620325660.271775,850,427,-88.875,-11.8125,PCell
34.01842085,-118.49564889,1620325660.271775,850,491,-97.8125,-19.5,neighbor-intra
34.01842085,-118.49564889,1620325660.271775,850,89,-96.5,-18.0625,neighbor-intra
34.01842085,-118.49564889,1620325660.271839,66461,316,-94.25,-16.875,2_SCell
34.01842085,-118.49564889,1620325660.271839,66461,52,-99.5625,-21.5625,neighbor-intra
34.01842094,-118.49564521,1620325660.312826,66986,420,-85.8125,-9.75,1_SCell
34.01842094,-118.49564521,1620325660.312826,66986,214,-91.4375,-18.5,neighbor-intra
34.01842127,-118.49563053,1620325660.472826,850,427,-88.4375,-12.0625,PCell
34.01842127,-118.49563053,1620325660.472826,850,89,-97.4375,-18.125,neighbor-intra
34.01842127,-118.49563053,1620325660.472826,850,491,-98.125,-18.9375,neighbor-intra
34.01842219,-118.49559104,1620325660.912793,850,427,-89.0625,-13.4375,PCell
34.01842219,-118.49559104,1620325660.912793,850,89,-97.4375,-20.0625,neighbor-intra
34.01842219,-118.49559104,1620325660.912793,850,491,-96.25,-19.9375,neighbor-intra
34.01842221,-118.49559101,1620325660.915667,66986,420,-86.0,-10.4375,1_SCell
34.01842221,-118.49559101,1620325660.915667,66986,214,-92.3125,-17.3125,neighbor-intra
34.01842246,-118.49559074,1620325661.006779,66986,420,-86.0,-10.4375,1_SCell
